"marketplace","customer_id","review_id","product_id","product_parent","product_title","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","year","product_category"
"US","51727795","R20X6EE3JNP8YU","0465006965","262036966","Religion Explained: The Evolutionary Origins of Religious Thought","5","1","3","N","Y","Accomplishes the claim of the title","I've often wondered why some people believe in religious claptrap that is patently absurd, including why I used to believe such.  Now I know, as this book clearly explains the psychology behind religion in a manner I did not expect, by explaining how the mind works (which I now plan to read further on) as per recent theories of mind.","2008-12-13","2008","Books"
"US","27695740","RS8TX70QNIQTD","1500262110","899483081","Summary of One Nation: by Ben Carson and Candy Carson | Includes Analysis","5","0","0","N","Y","Five Stars","Great book by a great guy","2015-08-14","2015","Books"
"US","47896422","R1B6QHT4B8Q3YQ","0316017922","853788468","Outliers: The Story of Success","5","0","1","N","N","Amazing","The thesis of this book is simple: Success equals the luck of being born at the right moment in the right place.     I've read his other books and found them interesting and recommended them to my students. This book, however, touched me personally. I was incredibly moved by the final chapters. This book is a must read.    The information contained within is nothing new. Like his other books, he piggybacks off of the research that other people have done. He treks the reader across familiar intellectual terrain like self-fulfilling prophecy effects, Hofstede's dimensions, Albion's Seed, social/cultural capital, linguistic relativism, and white privilege, to name a few sights. And, like his other books, Gladwell is a masterful storyteller in Outlier.     But there is also a deeper meaning in this book. It is a gem.  The final chapters of the book were unexpected, and brilliant. The book, as is its author, is a total outlier.","2008-12-13","2008","Books"
"US","13116000","RX6KGMWIPEWVB","1304175987","379631001","Really, Really Like Me","5","1","1","N","Y","For all homes and school libraries","As a parent of a young man on the spectrum and a member of a parent support group I am so happy that Gretchen and Dani produced this interactive book. It is simply written and beautifully illustrated. It has been helpful to other parents/caregivers and siblings. I wish this book could be placed in all school libraries throughout the Caribbean. It will help prepare society for inclusion of children with autism and even other disabilities.<br />Keep up the good work!","2015-08-14","2015","Books"
"US","51364165","R1L8ETZTIFVA3M","0740775502","748274155","The Complete Runner's Day-By-Day Log: 2009 Calendar","5","2","2","N","N","MUCH better than some of these reviews led me to believe","I am like many who have written before me, using these great log books from the Jim F. Fixx days, through the John Jerome days, and John's son Marty's ever since.  I came really close to passing on this book this coming year given the reviews here of the bad new format and that was only reinforced by photos on bookstore websites.  I was starting to believe the month view was the ONLY view in this book (see the alternate Amazon picture). In fact, the book had not changed nearly as I had feared. Yes, it is different but I like the change. There are longer stories, almost-as-long logging space and NEW PICTURES!  There is even a place for recording racing schedules or goals for 2010.  While I too usually prefer the \\""norm\\"" that keeps me comfortable, the new format was a nice surprise so for those runners out there still considering this purchase, please read all reviews and make your own decision.","2008-12-13","2008","Books"
"US","51145024","RTTOCQA6X0Z4N","0807071560","639754521","Enabling Acts: The Hidden Story of How the Americans with Disabilities Act Gave the Largest US Minority Its Rights","4","1","1","Y","N","Solid Research, Not Easy-to-Read","I recognize and appreciate the importance of books like this that detail the minutia leading up to important legislation.  From a historical perspective books like this are very valuable in how they consolidate the story leading up to and the involved parties into a single volume.<br /><br />Unfortunately, the narrative thread is a bit scattered and can be tough to follow in this book.  It tends to jump around from person to person, filling in backstory when possible.  It's almost as if it was constructed by organizing index cards with biographical information about participants without trying to stitch them together, just listing the people and a few quirky anecdotes about each one.  In some places I was overwhelmed with information about minor players and in others I wanted more information about major players.<br /><br />As a resource and important piece of history, this book is great.  It just wasn't written in a way that I enjoy for pleasure reading.","2015-08-14","2015","Books"
"US","13247934","REP509XXFRKSQ","076792746X","708253866","Seduction","5","1","1","N","N","WATCH WHAT YOU DO TO PEOPLE....","SEDUCTION WAS A REALLY GOOD I'M SHOCKED ON HOW MUCH I LIKE BECAUSE HER OTHER BOOK I REALLY WASN'T FEELING BUT THIS ONE WAS REALLY GOOD.","2008-12-13","2008","Books"
"US","622517","R3VAF0YT05QDEZ","1575791889","9240923","""I remember"": A true story by the man who lived it","5","0","0","N","N","""I Remember"" is AWESOME!!!","An excellent read.  Entertaining and insightful!","2015-08-14","2015","Books"
"US","48115713","R3OX39ZCMFK18G","0375837426","408116463","Edge Chronicles 9: Clash of the Sky Galleons (The Edge Chronicles)","5","0","0","N","Y","Edge Chronicles 9","Another great read in the Edge Chronicle series. I bought this book to donate to the local elementary school for their accelerated reading program!","2008-12-13","2008","Books"
"US","1507036","R30M0MQKHXOCZB","0986022012","198141922","The 5 Levels of Leadership Participant Guide","5","1","1","N","Y","Five Stars","A great hand book to test readers understanding","2015-08-14","2015","Books"
"US","52886127","R1BYCS6QXVKROD","0385340990","132067242","The Guernsey Literary and Potato Peel Pie Society: A Novel","5","0","0","N","Y","A Book to Read Twice","This is one of the more captivating books we have read, and we would like to share it with you.<br />  It is funny and wise, exposing the essence of what it means to be human. At the same time, it's of interest historically. We had never given much thought about the Channel Islands, but the book has made us feel very much a part of life as it was lived in occupied Guernsey during World War II.<br />  If only we could write such elegant and delightful letters as you will find in this book we might set the telephone and e-mail aside and share our thoughts through words written in one's own hand.<br />  We have come to know Juliet and Dawsey and the others, and we think you too will enjoy their company.","2008-12-13","2008","Books"
"US","48624274","RV1XYL4SK4VX2","0071465014","79126548","Leading From the Front: No-Excuse Leadership Tactics for Women","5","0","0","N","Y","Five Stars","Great leadership book for women!","2015-08-14","2015","Books"
"US","12258898","RDF3GXS6ET4A4","0848730682","342383234","Cooking Light: Slow Cooker","5","5","6","N","N","Not your grandma's crock-pot...","I used to think that crock pots were for pot roast and ro-tel cheese dip during football games.  My grandma says that \\""all you have to do is put the meat in there [the crock pot], put in your veggies, a packet of gravy mix, and an inch of water, and you have a meal.\\""    She's right, but this cookbook opened up the true gourmet potential of the crockpot.  From the chili to the soups and stews, to the appetizers and desserts...you won't be disappointed.    The only problem you'll have is finding enough room in your freezer...    [[ASIN:B000MSUP7I Rival SCVI600B-SS Crock-Pot 6-Quart Premium VersaWare Slow Cooker]]","2008-12-13","2008","Books"
"US","11732074","R1W88Y8OOKP2JU","1492621110","429471364","2016 National Park Foundation Wall Calendar","5","7","7","N","Y","Five Stars","Lots of wonderful views of places I would definitely consider hiking.  The photography is spectacular.","2015-08-14","2015","Books"
"US","21327723","R3OEO3GQ8INJFO","0830900322","571366917","Joseph Smith's New Translation of the Bible","5","0","5","N","N","Request Fulfilled","The book I requested was exactly what I wanted and was sent expeditiously.  The book was in excellent condition and protectively wrapped.","2008-12-13","2008","Books"
"US","27248823","R2FX8VX03PZYHG","1402707622","83336117","Sex Games","5","1","1","N","Y","Bought for a boyfriend, it definitely brought some new ...","Bought for a boyfriend, it definitely brought some new sparks! Definitely a try if you want that extra spark back in your relationship.","2015-08-14","2015","Books"
"US","20136713","RSBU7XOT0XD3Y","1585742481","950531291","Jerky: Make Your Own Delicious Jerky and Jerky Dishes Using Beef, Venison, Fish, or Fowl","5","1","7","N","Y","Jerky","This book was sent right away and I got it a couple of days later in great condition (NEW)Very happy","2008-12-13","2008","Books"
"US","15901029","R1W87H2LTPG7E4","1511519169","918515541","Summary and Critique, Key Ideas and Facts: A Guide to: Get What's Yours: The Secrets to Maxing Out Your Social Security""","4","0","0","N","Y","Useful","It was short but a useful review of a much large and more complicated work","2015-08-14","2015","Books"
"US","18796299","R132BD06CQ9QDV","0982021313","818748465","Healing Our Children: Because Your New Baby Matters! Sacred Wisdom for Preconception, Pregnancy, Birth and Parenting (Ages 0-6)","5","9","10","N","N","Critically important information for all parents...especially future parents","Think you are powerless to prevent Birth Defects, SIDS, Autism, Infertility, Colic, Tooth Decay, Miscarriage, Infant Mortality, Morning sickness, Premature Birth, Scoliosis, Postpartum Depression, and Mental Disabilities? Think again! Parents can and should take responsibility for preventing these plagues on our children's health. Nature's design is perfect. We just need to learn how to honor and respect it.<br /><br />It is very difficult for me to write a review for such an amazing and significant composition as Healing Our Children. I feel like I could never do it justice, but at the same time, it is as imperative that those who have read it should share what they know with others.<br /><br />Ramiel Nagel details the steps future parents, pregnant mothers, and parents of small children can take to dramatically decrease the chances of such diseases and defects. He includes dietary guidelines for preconception, pregnancy, lactation and early childhood that will give the greatest chances for successfully raising healthy, happy, beautiful, robust children. He unlocks these secrets from their hiding places in traditional societies that have flourished, free from illness, for millennia.<br /><br />You owe it to your children, grandchildren, nieces, nephews and cousins to research these simple methods for avoiding the suffering that is all too common in our modern society. Medical advances have done nothing to stem the tide of birth defects, infertility and childhood diseases. If anything, they have only expedited it by ignoring the laws Nature has clearly laid out for mindful traditional cultures to follow.<br /><br />I appreciate Nagel's honesty in providing this important work. It is up to each of us to implement these strategies to heal our children.","2008-12-13","2008","Books"
"US","19838863","RA6N1KTHWQHF7","0415521955","880342213","Ronald Reagan: Champion of Conservative America (Routledge Historical Americans)","5","0","0","N","Y","Truly Honest","Dr. Broussard's clear and concise biography of Ronald Reagan is a fantastic read. It is a great example of how historical evolution exists, showing how the Great Communicator became the conservative hero that he is after being a faithful New Dealer for so long. Not only that, but the book is the most honest Reagan biography I've read up to this point. It shows a blueprint of success for Dutch, something that perhaps today's politicians on both sides of the political spectrum should pay close attention to. Simple formula, less is more, or as Reagan said regarding defeating Communism and the Soviet Union, &#34;We win, they lose.&#34; A must read.","2015-08-14","2015","Books"
"US","51175007","R2DRXHKWGREWT8","0375825304","203544069","Rudolph, the Red-Nosed Reindeer (Rudolph the Red-Nosed Reindeer) (Pictureback(R))","3","1","3","N","Y","Not as great as I thought...","I prefer the song than this particular story... I forgot this version of Rudolph. Anyway, the book is about right for the price. It's too long for a 2 yr old. The extra characters (the little \\""odd\\"" elf and the snow monster) are quite boring and silly side-kicks. If you loved this version of the story/movie you'll find this a great buy.","2008-12-13","2008","Books"
"US","14828166","RPAYXQ63YIRNU","0679427147","17965594","The New Vegetarian Epicure: Menus--with 325 all-new recipes--for family and friends","5","0","0","N","Y","The New Vegetarian Epicure","Bought as a gift and the receiver loves it!  Great service!","2015-08-14","2015","Books"
"US","35750927","R39ROMLG0OCKPE","0156012197","781565906","The Little Prince","5","0","0","N","N","A delightful book!","This is a wonderful little book, one that can be enjoyed by children and adults alike and one that has enduring value.","2008-12-13","2008","Books"
"US","38269624","R1NZ4DQEA5FJ8O","1512187666","15055873","The Shortstop","5","1","1","N","N","A four and a half star luscious read.","&#34;We all know baseball is as big a part of Quint as you or I the blood in his veins, the bones in his body, the heart in his chest. His injury has, in essence, put him on life support. He may be breathing, even living as long as he's plugged in. If they pull that plug,we lose him.&#34;  Annie and Quint, childhood sweethearts that are best friends first. Growing up together they bond through their shared childhood and that friendship blooms into attraction that soon grows into a deep forever love. Annie is working hard to become a teacher whilst Quint is chasing his lifelong dream of becoming a Shortstop for the Yankees. The first third of this novel we become immersed in a beautiful story of passion, love and dreams coming true. It's uplifting, heart warming and idyllic. Their love although they have ups and downs seems ironclad and durable no matter what life throws at them. Annie struggles at first with her role as wife to be of the new face in the Yankee team, yet is devoted 100% to Quint's dream. Changing her plans, goals and aspirations to put Quint first Annie truly is his number one fan. He is living the dream, playing for the Yankees with the woman of his dreams soon to be his wife. Their future is golden.  The second third of the book follows the systematic shut down of everything that we have grown to live in Quint. He slowly but surely breaks down and closes himself off from everything good in his life. Trapped in his anger and fear after a tragic injury the descent into depression is quick and brutal. It's heartbreaking to read as he severs all connections to those who love him, pushing them away as he is no longer the person he was before. His reasonings come from the best of intentions, his motives  honourable but his actions are shocking. Annie is so strong. She keeps going back for more emotional punishment from the man she loves with her whole heart as she just won't give up on him. She is awe inspiring and my favourite character in this story. The pain she endures for him and the pain she willing accepts as she empathises with his sense of loss makes her my stand out character.  As their childhood dream shatters and their futures take an alternative path the remaining third of the story shows how individually Annie and Quint develop without leaning on each other. Annie discovers who she has grown to be, finding her own two feet without being in Quints shadow. Having hit rock bottom Quint also finds himself again. Without the two loves in his life who is he? Can our childhood sweetheart find their way back to one another? Can Annie forgive the man he became in his darkest hour? Can Quint embrace his alternate reality and find happiness with what he has, not what could have been?  This is a gut wrenching, heart twisting story that will make you happy then sad then....no spoilers here! The writing style is full bodied and descriptive so being clueless about baseball I still felt like I was part of the game. The friendships,the parents and of course Lance all made this a wonderful read.","2015-08-14","2015","Books"
"US","51626051","RCJA8842T1SO","0345452585","999720718","The Conspiracy Club","3","0","0","N","N","Just OK...","I really like this author, and was somewhat disappointed in this book. It kept my interest, but was lacking on the suspense. Sure, the reader wants to figure out who the killer is, and the clues come slowly, but never once was the hero in any danger himself. A kindly old doctor slowly send him the clues to figure out, but that is about it. Not my favorite, but if you are a fan of Kellerman, give it a try.","2008-12-13","2008","Books"
"US","52781197","R3LH1Q7E9ZJJDW","0062313630","542007070","Labor Day Movie Tie- In Edition: A Novel (P.S.)","5","0","0","N","N","Life is hard for a lonely boy & his mother","Well-developed characters, interesting plot.  First Maynard book I've read and I'll read more now.","2015-08-14","2015","Books"
"US","35414425","R3VEAPCJCRD8CL","075640407X","436582447","The Name of the Wind","5","1","1","N","Y","The best fantasy book I have read this year","There's not much to add to other great reviews. I just want to say it's the best fantasy book I have read this year, and I am looking forward to the next one. By the way, it's too bad that the Japanese translation doesn't convey the same feeling of the original.","2008-12-13","2008","Books"
"US","40698315","RAF6I4E3KI4Q2","B00RWRU7NO","553550433","By Janice Wood Windle True Women (1st First Edition) [Hardcover]","5","0","0","N","N","Texas womens' history","Excellent book about the history of Texas from womens' viewpoint. It is true and exciting. Anyone who watches &#34;Who Do You Think You Are?&#34; Would enjoy this book. I bought it when it was first published, bought more for gifts bought more now for more gifts. I read voraciously and this is one of my all time favorite books.","2015-08-14","2015","Books"
"US","17009144","R3HHQI3E4YR41D","B001ISSSV6","703131653","Riggs Park (Harlequin Next Tall)","4","0","0","N","N","Pleasantly Surprised","Since I don't normally read romances, I was surprised at how much I enjoyed this one (although I would say that the romance element is secondary - other aspects such as the mystery that surrounds a dead character and the relationships among female friends are stronger). The characters were memorable and the story kept me reading for hours. After reading Riggs Park, I read more titles in Harlequin's Next series, but this one is the best by far.","2008-12-13","2008","Books"
"US","43155347","R1WC07HGR8YK92","1401232590","431283596","Batman: The Long Halloween","5","0","0","N","Y","Five Stars","Love the story so much needed to get the physical copy.","2015-08-14","2015","Books"
"US","35813942","R3OWMNJK73Q8L9","0806137037","208372779","The University of Oklahoma: A History: Volume 1, 18901917","5","0","1","N","Y","Great, just what I needed!","Book was just what I ordered, arrived ahead of when anticipated and in great shape!","2008-12-13","2008","Books"
"US","1501954","R1HDOMPHKZT7RY","B001KWJ98G","620640569","Notes to Myself","5","0","0","N","Y","Five Stars","Absolutely amazing.","2015-08-14","2015","Books"
"US","50312100","R2IXAWF0AQ7AXN","0851512283","7646120","The Valley of Vision: A Collection of Puritan Prayers & Devotions","5","2","2","N","N","The Valley of Vision: A collection of Puritan Prayers & Devotions","This is a book of Puritan prayers and devotionals.  One of these prayers was read at Ruth Graham's funeral.  That's what made me interested.  The Puritans avoided pride like the plague, so some of the prayers may seem that they were \\""down on themselves.\\""  However, each phrase has such deep thought it could be contemplated all day and ends on positive praise for God. The language is poetic and beautiful, early American English.  I purchased one for myself and 7 to give as gifts (to be used as a devotional book reading one each day.)","2008-12-13","2008","Books"
"US","480594","R292FGTPAAYONB","B002XHA8KU","224539921","Korean Celadon: and Other Wares of the Koryo Period","5","0","0","N","Y","Five Stars","So good!","2015-08-14","2015","Books"
"US","10971412","R1I41WYES7YW28","1400097983","427279035","The Yarn Girls' Guide to Beyond the Basics","4","1","1","N","N","basics patterns presented in an accesable manner","I bought this book a few of years ago, after I had just begun knitting.  The patterns are all quite easy to follow and do not require too many skills beyond a beginner/intermediate level.  The down side is that most of the items are kind of shapeless, which is OK for some garments but can be limiting for others.  All the same this is a good book for new knitters to jump in to a project and create and complete a garment without feeling confused by too many shaping instructions.  For new knitters I really recommend the Vogue Knitting hard cover book.  It has instructions for almost every stitch and is presented in a really clear manner.  Can't live without [...] either!","2008-12-13","2008","Books"
"US","11022312","R2MAKFH17E1XC6","0486779351","249416042","Fanciful Faces Coloring Book (Creative Haven)","5","0","0","N","Y","Five Stars","love the creative choices, offers great creative ideas.  This is relaxing and fun.","2015-08-14","2015","Books"
"US","42592920","R12337YIDNP9S9","006092554X","732091569","The Art of Dreaming","4","1","2","N","Y","I've always enjoyed Carlos Castaneda","This one was no exception.  The others I read years ago and it was nice to get back into them.","2008-12-13","2008","Books"
"US","31605327","R31QCHMP0SREHT","068986079X","382611831","Hunting of the Last Dragon","5","0","0","N","N","This book really made a considerable impact on me...","i read it when I was young and have been reading fantasy genre ever since. If not for this one, I wouldn't have at all. (right now I possess over 400 fantasy books)<br /><br />However I bought this with another cover, and because of the cover, i decided to buy it and later realized the story was as riveting as the cover art.<br /><br />I gave it away to someone special (it was my best gift ever given to anyone) and now I feel like wanting to have it again, but it is now out of print- hopefully the publisher will soon reissue it with that cover and this time i'll buy it in hardback.<br /><br />To all new or old or anyone looking for sth to read, don't miss when/if you see it in stores.","2015-08-14","2015","Books"
"US","35483728","R2436YNAGCYW1F","1597898252","908130747","EXPRESSIONS OF LOVE (Helen Steiner Rice Collection)","5","0","0","N","Y","One of the best books I've read during a tough time!","I first saw this book while in the waiting area while my daughter (only 36 years old) was going thru one of her 39 radiation and 3 chemo treatments for throat cancer.  She is now in remission.  I later bought the book and for Christmas passed it on to a young woman who recently lost her husband.  I pray she too will seek comfort in it.  It's really beautiful!  I highly recommend it!","2008-12-13","2008","Books"
"US","20368187","R12JAC12L73I49","0062409859","652741483","Go Set a Watchman: A Novel","4","1","4","N","Y","Better than most of its reviewers can understand.","An excellent story of nuanced white southerners caught up in a tradition of racism they can only identify as a given and honorable economic and social way of life. An earlier defense of the &#34;majesty of the law&#34; ought not to be mistaken for the championing of universal human rights.","2015-08-14","2015","Books"
"US","17973027","R2Q2N9LITVDT68","9042024984","39454043","Learned Ignorance in the Medicine Bow Mountains: A Reflection on Intellectual Prejudice (Value Inquiry Book Series / Lived Values, Valued Lives)","5","0","0","N","N","Required reading for anyone wanting an academic career","The charm of this work lies in the inner glimpse of a first rate mind that ponders on a chance encounter with a stuck-up academic from \\""back East\\"". Clifford's message is that the true intellectual finds sustaining, fulfilling culture wherever he lands, and that the greatest danger is an intolerance for the richness of the at-hand. Must reading for any graduate student intent on an academic career but unsure of the cards fate will deal.","2008-12-13","2008","Books"
"US","25848792","R7CHH0KRXN0FU","B00DHHNQRW","406539858","Degas (An Abrams Art Book with 16 Full Color Prints)","5","0","0","N","Y","Five Stars","Better than expected. Lovely quality prints.","2015-08-14","2015","Books"
"US","49331836","R3L2CMJK04BLVD","B00186S9CQ","742690214","Once Upon A Sign Brown Bear Brown Bear What Do You See? with DVD in ASL","2","2","2","N","N","""Missing  and Unseen Signs of the Brown Bear""","My grandbaby loves the story of \\""Brown Bear, Brown Bear, What Do You See?\\""<br />However, the signed story on the DVD to accompany this book is of poor quality. Not only are there noticeable errors on the DVD, it does not accurately follow the story. Many signs are missing for the colors and words that were to be presented in Sign Language. I taught Hearing Impaired kids for 34 years and must say that this DVD is by far the worst I've seen to accompany a written story in Sign Language. It appears to be a signer making a DVD on the spot at the last minute, but ran out of time before the DVD was completed. Rather than taking time to produce a DVD of better quality, a bad copy was distributed anyway without thinking of the purchaser or the child learning to accurately read the book in sign language.","2008-12-13","2008","Books"
"US","39290658","RZGGFCLGOY3DB","1512009164","918496818","Elliot the Dog: Love and a Smelly Dog","5","1","1","N","Y","More Mr. Elliot, please...","Just finished reading, and I'm a bit sad. I've so enjoyed my time with Mr. Smelly. I truly miss him already. This book was well written, humorous and, at times, hysterical! The author showed great insight into the canine mind (at least, as we humans perceive it.) I'm looking forward to further adventures with this fine Pup.","2015-08-14","2015","Books"
"US","34255656","RGEL4Y11435A","0785824464","718203903","Alice's Adventures in Wonderland and Through the Looking Glass","5","2","5","N","N","How can you not like Alice?","I don't understand the negative reviews.      Alice is an inquisitive, and very brave girl, who observes the world around her, and attempts to understand what is happening and how to handle it.  Perhaps drug induced, but also the way a child might view the world and what is considered to be normal.     Great imagination","2008-12-13","2008","Books"
"US","2001764","R1ANID7I1T33LI","0310220203","685801124","New International Bible Commentary","5","0","1","N","Y","The Porter's","My Husband Rev. Porter loves all of the reference material.","2015-08-14","2015","Books"
