"marketplace","customer_id","review_id","product_id","product_parent","product_title","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","year","product_category"
"US","13241027","R18AIDMEBT20ZR","0738702870","406730938","Grimoire for the Green Witch: A Complete Book of Shadows","5","0","0","N","N","Fantastic","I absolutely love this book. Great source for beginners and experienced practitioners. Has a plethora of wonderful information and this book is what made me absolutely fall in love with this author. Definitely recommend for anyone interested or currently practicing.","2008-12-15","2008","Books"
"US","9223057","R5RV0SOQJEFN3","0448462249","339746191","The Treasure of the Bermuda Triangle #6 (Agatha: Girl of Mystery)","4","0","0","N","N","Another fun read in this series for young mystery lovers","Agatha, Dash, and the gang are off to solve another mystery. This time, they set out to the Bermuda Triangle in search of a mysterious Mayan Calendar made of pure gold. What happens? Read it to find out!<br /><br />This was yet again another great read in this series.<br /><br />Perfect books for young girls looking for a great mystery and an exciting adventure.","2015-08-13","2015","Books"
"US","47174041","R1LATO872ZYF1O","0689834616","719301568","Toughest Cowboy (Bccb Blue Ribbon Picture Book Awards (Awards))","5","1","3","N","N","Great book to read aloud","I read this book aloud to my class of first graders and they loved it!  When it was story time, I always received MANY requests to hear this one again.  Some of the puns the younger ones didn't get yet, so I would recommend this book for older kids as well.  I personally loved the wonderful illustrations.","2008-12-15","2008","Books"
"US","2229454","R1NXCEMR1MPQDO","0446510998","392823770","Rich Dad's Advisors: Guide to Investing In Gold and Silver: Protect Your Financial Future","5","0","0","N","Y","Five Stars","A lot of good information","2015-08-13","2015","Books"
"US","12737219","RPZ0JUFAT8RYW","1596985496","966394056","The Politically Incorrect Guide to the Civil War (The Politically Incorrect Guides)","3","5","12","N","Y","Interesting alternate view of the Civil War","The first chapters were interesting as they covered some little known facts about the legality of state secession from the Union.  Lincoln was shown in a different light.  But the following chapters morphed into just another rewrite of famous war battles.  However, details about various significant generals had interesting bits of information.","2008-12-15","2008","Books"
"US","25525014","R2QRH2HQ8NHXPJ","006239424X","666313204","Daddy, Stop Talking!: And Other Things My Kids Want But Won't Be Getting","3","1","1","N","Y","The Other Books Were Better","I love the Ace-Man but I was slightly disappointed in this book. Not as funny as his other books and not a lot to it. I'll still buy the books if he keeps &#34;writing&#34; (read: dictating to Mike) them but the other books are far superior to this one.","2015-08-13","2015","Books"
"US","51064465","RLZDNHBVR71MN","1439208123","191872323","Al B.'s World: Living Life To Its Fullest","5","1","1","N","N","An Inspirational Read!","Al B's World brings to you an insightful journey of an accomplished young man who is able to live life to its fullest despite major physical limitations.  The author organized the book into five simple chapters that identified the key areas of life that one must take good care of: attitude, health, money, career and relationships.  Within each chapter, the author described his tips and strategies on how to maximize each key area in order to take advantage of all that life has to offer.  This is an easy, concise, no-nonsense book that is sure to inspire in its readers hope and believe in themselves and the human spirit.     The timing of this book's publication could not have been better... it makes for a great gift that will warm your heart in this holiday season!","2008-12-15","2008","Books"
"US","26379118","RRF15RTLIMRF4","0465022030","804186312","Economic Facts and Fallacies, 2nd edition","4","0","0","N","Y","Excellent explanations of many  common misconceptions.","Thomas Sowell is a smart man with common sense. Although the subject matter is not light reading he makes it understandable and eliminates the &#34;insomnia cure&#34; most of these books have.","2015-08-13","2015","Books"
"US","50122160","R3TP9PT66TETXH","0874222958","924434404","America's Nuclear Wastelands: Politics, Accountability, and Cleanup","5","3","5","N","N","A 'must' for any social issues collection","Cold-War era nuclear operations and weapons production produced the legacy of over 2,000 tons of radioactive spent nuclear fuel, over 100 million gallons of radioactive liquids, and 1.7 trillion gallons of contaminated groundwater. In recent years the department of Energy has expanded cleanup activities, but the migration of radioactive compounds in water and soil persists. America's Nuclear Wasteland charts the issues stemming from contamination, examining the political, social and environmental impact alike. A 'must' for any social issues collection.","2008-12-15","2008","Books"
"US","25078016","R2YFARZQZBFN8E","158134290X","939762997","God's Plans for You","5","0","0","N","N","Relevant more and more each day","What a great book for today's true believer.  This book may have been written in 2001.  It is more relevant, with its truths needed more today than when Dr. Packer wrote it.  The culture of today, including so many professing believers, is so &#34;me&#34; centered.  Our search for identity remains a search for identity through finding it in self.  Dr. Packer teaches us that the true believer's identity is &#34;in Christ&#34;.  He does not walk with us.  We walk with Him.  If you are having trouble finding yourself or have poor self-image, check out this book.  It is Bible-based, Bible-truth.","2015-08-13","2015","Books"
"US","15672957","R3PY7MNE2XNLM","0486997359","999400561","Vintage Labels and Posters CD-ROM and Book (Dover Electronic Clip Art)","4","3","3","N","N","Lil' something for everyone.","This book could be used by many artists. Slipping some of these images in sideways or upside-down in abstracts, making copies and using them for decoration and scrapbookers could have a field day with these. The nice thing about books like these is no copy infringements. That should make any artist or crafter happy.","2008-12-15","2008","Books"
"US","29513955","R15PKR6UC6MWKG","0764217240","836642158","Irish Meadows (Courage to Dream)","4","0","0","N","N","Two sisters. Forbidden love.","I like stories that transcend time regardless of the time when it is developed, and I think this book is one of these.<br /><br />Dreams, greed, resentment, forgiveness and love meet in a novel that has a fabulous development and an excellent plot. I must also highlight the excellent progress of the characters and maturity throughout the story.<br /><br />This romance has been a delight and pleasure reading. It was very realistic about the time in which it is set, and was meticulous in the details of the culture. I also liked to that the author showed how difficult were the higher education for women at that time, and the reactions of people in this situation.<br /><br />Something I thought was a bit peculiar was the end... The end completely closed history and left me very satisfied; but I see that this book is the first in a series and I don’t know if the other books will be about the same characters or others. Anyway, it has me curious, so I look forward to reading the next book.<br /><br />-I received a book from the publisher in exchange for my honest opinion-","2015-08-13","2015","Books"
"US","52583860","R3ISMQBPHATW04","0375503919","920370402","The Age of the Conglomerates: A Novel of the Future","2","2","4","N","N","Social Commentary","Orson Scott Card states as a cardinal rule to be followed by anyone intending to write science fiction that a potential author be extremely well-versed in the genre.  This author has not done his homework prior to embarking upon the exercise of building his new world.  Science fiction allows an author to create a world of his or her choosing; however, a fanatic attention to detail is required in order to prevent the story from being merely a cautionary tale retold in artificial surroundings.  Good science fiction does not allow a huge group of people to simply be ditched in subways with no means of support--heavens, this is a vast country.<br /><br />Civilization is far too nuanced to be simply rewritten in a couple introductory pages.  The seeds of some fine writing are present in this book but the attention to detail was lacking.  Fine science fiction has a depth--you can pierce the surface and find an infinite wealth of detail; likewise in the fantasy genre.  The worlds created by J.R.R. Tolkien and Frank Herbert are fantastic and strange but consistent.  Age of the Conglomerates was just not consistent; like episodic television, it placed its characters, stated its plot and ground to the inevitable conclusion.<br /><br />Our author had the admirable goal of showing the importance of family ties, of demonstrating the dangers of profligate government, he warns of the real consequences of placing immediate concerns above regard for the future.  He has much to say about the potential dangers of genetic science and the fragility of our economy--but this story did his worthy ideas a disservice.","2008-12-15","2008","Books"
"US","2521966","RMTG0BQSWNJ05","1936046350","594722274","The Real True Story of How Peanut Butter is Made","5","0","0","N","N","Entertaining for parents and children!","Another fun book by Joanne Meier! (Also read Guido and the Corn Chip).  Fun play on how peanut butter is made. I couldn't help but chuckle as I read this to my daughter. Making the sounds of &#34;nibble, nibble...crunch, crunch...&#34; etc. and the tongue-twisters were entertaining for my daughter and myself.  As peanut butter lovers, my family will always think of this fun story when we open a jar.","2015-08-13","2015","Books"
"US","38462413","R3VHG2AWD8RYZA","0143038257","332021006","Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time","4","2","3","N","N","Education for peace... with a caveat","A lot has been written about Greg Mortenson and his efforts at educating children (particularly girls) in Pakistan and Afghanistan, and the tale is recounted in Three Cups Of Tea (with David Relin).  The book, with its photographs, is a window to a world that most Americans never see, and cannot even imagine.  Mortenson's mission (and yes, it is a mission), is to change the world for the better by doing whatever is necessary to educate girls and boys in this unstable region of the world.  Some disagree:<br /><br />\\""Mortenson's repeated pleas not to lump all Muslims together, and his arguments for a multipronged attack on terror - the need to educate Muslim children, rather than just dropping bombs - hit a nerve with a nation newly at war.  For the first time in his life, Mortenson found himself opening envelope after envelope of hate mail... Mortenson opened dozens of similar unsigned letters until he became too depressed to keep reading.  'That night, for the first time since starting my work in Pakistan, I thought about quitting,' he says.  'I expected something like this from an ignorant village mullah, but to get those kinds of letters from my fellow Americans made me wonder whether I should just give up'\\"" (p. 275).<br /><br />He didn't.<br /><br />But Mortenson missed an important point here.  He was distressed to be getting these hate letters from EDUCATED Americans.  There is a limit to what you can expect from \\""education\\"".  There are many, well-educated messengers of hate.  Osama bin Laden is rumored to have a degree in civil engineering, and Ayman Muhammad Rabaie al-Zawahiri has his degrees in medicine.  There are a number of suicide bombers with educations.  What is to be done with these people or their ilk as the girls in Mortenson's schools are being educated?<br /><br />The world is a complicated place.  Luckily, there are people like Mortenson who are putting their lives and savings on the line to keep trying new models to develop peaceful communities and relationships.  There are other models as well.  A fault of Three Cups Of Tea is that it comes across as if Mortenson's model is THE model.<br /><br />It isn't.  But I believe the world is, or will be, in better shape because of these efforts.<br /><br />It can't hurt, can it?<br /><br />The caveat?  Read [[ASIN:0307948765 Three Cups of Deceit: How Greg Mortenson, Humanitarian Hero, Lost His Way]]and relationships.  There are other models as well.  A fault of Three Cups Of Tea is that it comes across as if Mortenson's model is THE model.<br /><br />It isn't.  But I believe the world is, or will be, in better shape because of these efforts.<br /><br />It can't hurt, can it?<br /><br />The caveat?  Read [[ASIN:0307948765 Three Cups of Deceit: How Greg Mortenson, Humanitarian Hero, Lost His Way]]","2008-12-15","2008","Books"
"US","122958","R2BZ8OW8XG3E4V","1451175620","314610766","Biochemistry (Lippincott Illustrated Reviews Series)","5","0","0","N","Y","Five Stars","Excellent","2015-08-13","2015","Books"
"US","47676518","R19NJ0L1PKC9M0","0316031844","745538746","The Twilight Saga Collection","5","0","0","N","N","Amazing Books","These books are simply said amazing. I read all 4 books in 3.5 days. I could not put them down.  It all started when I watched the movie, which I loved. Then someone told me if I loved the movie that I should read the books. So I ordered the box set. Once I opened it I could do nothing else but keep reading. I went on an emotional rollercoaster.  Myers did a great job with these books. Can't wait until more movies come out now that I finished the books. I'm on Twilight withdrawal.","2008-12-15","2008","Books"
"US","50405320","R122ZE76ICC8RR","0679886117","295459733","The Crayon Box that Talked","5","0","0","N","Y","wonderful message","What a great book to teach children about getting along with each other.","2015-08-13","2015","Books"
"US","45252011","RZV7F83QN8ARS","1592574351","433945591","The Pocket Idiot's Guide to Living on A Budget, 2nd Edition (Pocket Idiot's Guides (Paperback))","5","3","4","N","N","Excellent book to start with","Simply put, this book is a great way to get on the road to budgeting. It makes it easy for both the beginner and the hesitant. Alos, it's an easy read. I recommend it for those reasons.","2008-12-15","2008","Books"
"US","25248107","R2MM7N7VK7C14G","1627471332","588214717","The Road Home: A Light in the Darkness","5","3","3","N","N","For those of us interested in the evolution of consciousness, read this book.","I hope Phyllis keeps writing and publishing because everyone who is reading her words will want to keep learning from her.  Her writing is captivating, interesting and flows so easily.  I love it and feel supported by this knowledge, by Phyllis and by the truths she explains so well.  If you are interested in reading about universal truths, here they are.  Buy this book.","2015-08-13","2015","Books"
"US","20480389","R27L9FYR89IJZO","0936661151","730094969","50 Irish Melodies for All Harps","5","1","2","N","Y","birthday present for friend","Got this product for my friend for his birthday. Even though it was from overseas it was with me roughly three days later & in plenty of time for his birthday on december 6th. I was really impressed! - It was also in perfect condition, due to being well, but not excessivly, wrapped.    Overall, I'm thrilled to bits with my first Amazon purchase & a already waiting my next delivery any day now.","2008-12-15","2008","Books"
"US","49679777","R303T81TZYFBUZ","1312230428","795891669","Five Stories by Eric Sheridan Wyatt","5","0","0","N","N","Five Stories to Put on Your Reading List NOW!","Each of Eric's five stories captivated my interest and each story offered such a different palette of literary voices. His short story collection created emotional tie-ins with each of his characters and their unique surroundings.  In &#34;Things He Wasn't Supposed to Do&#34;, we watch Frank's life/death unfold through the eyes and voice of his brother -- a highly-charged emotional interplay of guilt/innocence  that leaves the reader wanting more with the unanswered question, &#34;Why?&#34;  In both &#34;Solomon's Ditch&#34; and &#34;Most Dead Birds are Never Found&#34;, the author tugs at our heartstrings and creates a deep emotional bond with Solomon and his &#34;Lucy's&#34; as well as with Margaret and her struggle to try to understand this phenomenon called Death.<br />Eric Wyatt's writings are varied and display his ability to write in many genres with a voice we all want to hear.  I look forward to reading much more from this talented writer and teacher.","2015-08-13","2015","Books"
"US","52637822","R1LWMHBSVYZ45E","B000IN3PGA","655343360","Frankenstein","5","1","1","N","N","The Gothic Tale Bound in Lavender Cloth","This review is about the Heritage Press edition of Frankenstein, illustrated by Everett Henry.<br /><br />The first version of this book with the Henry illustrations was published in 1934, in a run of 1500 copies. Now rather pricey, it was and remains one of the Limited Editions Club's most desirable books.<br /><br />At some point, but at least by 1962, Heritage press decided to repackage the book. It is lavender. A pretty, pastel lavender on linen-finished cloth interwoven with white. Decorative pigment leaf elements designed by Henry appear on the cover and spine in an odd, saturated violet (including a creepy hand, and a building.)<br /><br />Responding to color is a personal thing. At first, I found it bizarre that this great gothic tale would be lavender. Now I wouldn't want it any other way.<br /><br />In a midnight blue, lightly-textured slipcase. 257 pp with over 5 full page color illustrations, illustrations at the chapter headings, and black and white incidental illustrations scattered through the text.<br /><br />Introduction by Edmund Pearson.","2008-12-15","2008","Books"
"US","52022254","R234S8NJNIB5P1","1780193483","151547238","The Complete Houseplant Book: Identifying, Choosing And Maintaining Plants For Your Home, With An A-Z Directory And Over 600 Photographs","1","12","13","N","Y","Don't Bother...","Teeny-Tiny print in this book. It is not an average sized book. It looks like someone took the original book and shrunk it down. Hard to read and hard to see tiny photos. I don't recommend it.","2015-08-13","2015","Books"
"US","49203236","R29LESPE8TCBK0","1582975221","714588272","45 Master Characters","4","2","2","N","N","Interesting Concept; Moderately Helpful for Authors","This book has an interesting premise: that all literary characters can be traced back to Greek archetypes personified in the pantheon of Gods (Athena, Zeus, and friends).  The author goes on to describe each of the Gods' attributes and how they relate to character types found in literature and film.  She also explores how the various character types interact with one another.  The final section of the book explores two archetypal story outlines - the Feminine Journey and the Masculine Journey.  These are actually quite useful templates to help an author design his own plot outline, and are illuminated by the author's comparisons to well-known examples from literature.  On the whole, I would say this is a good book for a beginning author to read in his quest to write compelling drama.  Give it a read, and judge for yourself...","2008-12-15","2008","Books"
"US","14304823","RZ6DO1FOMZ4AG","1250055334","228426225","Who Let the Dog Out?: An Andy Carpenter Mystery (An Andy Carpenter Novel)","3","0","0","N","Y","I loved all of his books but Who Let The Dog ...","I loved all of his books but Who Let The Dog Out was not as good as the previous<br />Andy Carter novels.","2015-08-13","2015","Books"
"US","14397796","RI67NK2X8ZXJL","1400052327","68173740","A Consumer's Dictionary of Food Additives: Descriptions in Plain English of More Than 12,000 Ingredients Both Harmful and Desirable Found in Foods","5","0","0","N","Y","A valuable resource!","This is another great resource by Ruth Winter.  It is hard to navigate through food ingredients but this compilation makes it easier.","2008-12-15","2008","Books"
"US","19332233","RGX5JBJRSZRZG","1558965696","399215287","Ayat Jamilah: Beautiful Signs: A Treasury of Islamic Wisdom for Children and Parents (This Little Light of Mine)","4","0","0","N","N","Great book","Plenty of Wonderful stories, great narrative. Kids and grown ups have thoroughly enjoyed the book.","2015-08-13","2015","Books"
"US","20577079","R2JK8IHSSD5B37","1561840599","741679530","Urban Voodoo: A Beginners Guide to Afro-Caribbean Magic","5","2","2","N","Y","A Powerful Book","This is a very powerful book written by two of the best authors in the magical field.  Its 188 pages are packed with all kinds of interesting and useful information, and I would recommend it to anyone who is interested in magic even if they don't plan to practice voodoo. You'll see that these are real people with sensible ideas who actually want you to learn magic and improve your life.  Hyatt's brilliant discussion of psychology, psychotherapy and the psychology of magic blew me away and opened my eyes to a new world of understanding.  Do yourself a favor and read also Aleister Crowley's Goetia by Hyatt and Duquette and Duquette's My Life With the Spirits before you believe the kind of stuff Joseph Lisiewski is putting out in his Ceremonial Magic.","2008-12-15","2008","Books"
"US","16754346","R21QOCPWU9RC3","1499363923","580391796","The Rise and Fall of Black Wall Street AND The Seven Key Empowerment Principles","4","0","0","N","Y","Four Stars","Great book very informative.","2015-08-13","2015","Books"
"US","11955750","R4YKBJLDU8HG8","1845070232","718985768","Hello Baby","5","5","5","N","N","Great!","We loved this book.  I was looking for the book Welcome With Love and couldn't find it.  Then I decided this must be the same book with a different title.  Anyway, it is a great home birth book.  Our 2 year loved to read it and look at the pictures.  We changed the words sometimes so he could relate to the story better.  Very kind, loving and real explaination of birth.  Totally appropriate for any age.","2008-12-15","2008","Books"
"US","52039762","R2VOFPDFD1R1VX","189415486X","352911438","Practice Your Bidding: Four-suit Transfers","5","0","0","N","Y","Five Stars","Excellent addition to my bridge library and veryhelpful to me as bridge teacher at a senior center.","2015-08-13","2015","Books"
"US","50122160","R17ZFZHIGURBWO","0446582050","504444634","Titanic's Last Secrets: The Further Adventures of Shadow Divers John Chatterton and Richie Kohler","5","1","2","N","N","A 'must' for any collection strong in true-life adventure history","After their successful investigation of the truth about a sunken Nazi U-boat off the New Jersey coast, divers John Chatterton and Richie Kohler take on an investigation of the Titanic, seeking answers to questions of why the Titanic sank so quickly. The divers worked with a marine forensic historian and probed achieves no historian had ever seen: the truth comes to light in TITANIC'S LAST SECRETS, a 'must' for any collection strong in true-life adventure history.<br /><br />Diane C. Donovan<br />California Bookwatch","2008-12-15","2008","Books"
"US","505586","R3O0W9285RFW7H","0385353405","223660801","The Quartet: Orchestrating the Second American Revolution, 1783-1789","5","0","1","N","Y","Like early US history?  You must read this book.","This was a wonderful read.  Informative, interesting, and filled in a short part of our early USA history that you never hear about.  &#34;Who was John Jay?&#34;  The book brings him to life as an important man who is &#34;missed&#34; in most stories of the Constitution.  Alexander Hamilton?  &#34;Wasn't he the guy who was shot?&#34;  Yes, but Joseph Ellis tells us so much more!!  This book should be required reading in high school.","2015-08-13","2015","Books"
